EURAUD,0.990423321723938,1.0497649908065796,1.0001704692840576,-94.37258775566721,7419814.70127703,7399697.90127703,73996.9790127703
EURCAD,1.0145189762115479,1.0666859149932861,1.0269882678985596,-39.05186664240254,25268491.951713733,25253137.151713736,252531.3715171374
EURCHF,0.8706616163253784,0.8099302053451538,0.8881223797798157,-68.22835696956372,4010.334569412007,-9050.465430587992,-90.50465430588376
EURCZK,26.07346534729004,684.1478271484375,26.094036102294922,-53471.588040292656,-458467.55001816107,-471644.35001816106,-4716.443500181611
EURDKK,7.0064263343811035,49.197410583496094,7.009393215179443,-4308.070845338706,10741.461617275962,-4199.338382724037,-41.99338382724038
EURGBP,0.13546082377433777,0.02582591213285923,0.147822305560112,-10.70791773491592,143808.3805723963,122523.1805723963,1225.2318057239631
EURHKD,8.191766738891602,67.1932373046875,8.19291877746582,-2878.2408074018535,50235824.07127662,50218812.47127662,502188.12471276615
EURHUF,343.3689880371094,118820.296875,343.44378662109375,-3502049.680555576,1168556.5212200026,1148562.9212200025,11485.629212200023
EURJPY,129.01956176757812,16738.09375,129.06724548339844,-727461.0458824104,3550274.48671881,3528982.0867188103,35289.82086718809
EURMXN,21.36191749572754,458.24090576171875,21.37868881225586,-35189.03594611067,2936949.876688639,2916547.076688639,29165.47076688639
EURNOK,9.354909896850586,88.03373718261719,9.357243537902832,-8684.966800814453,17549517.45781354,17530548.25781354,175305.4825781354
EURNZD,1.102950096130371,1.2435897588729858,1.1080228090286255,-142.52286595436425,1051160.5549649484,1032529.7549649484,10325.297549649487
EURPLN,3.843991756439209,14.814915657043457,3.8455333709716797,-928.08912977414,-2696156766.211676,-2696175100.611676,-26961751.00611676
EURSEK,9.619985580444336,92.7077407836914,9.620708465576172,-5581.329322387079,338974.417121476,318790.017121476,3187.900171214761
EURSGD,1.1253654956817627,1.3209309577941895,1.1453888416290283,-50.594623495093344,8297213.082199795,8281578.682199796,82815.78682199796
EURTRY,8.928024291992188,128.21156311035156,9.034430503845215,-2908.0049133357907,72743.71705906076,47328.917059060754,473.2891705906075
EURUSD,0.6340645551681519,0.4607604146003723,0.6697105169296265,-18.98393322865244,1862678428.8406658,1862659193.6406658,18626591.936406657
EURZAR,16.312089920043945,268.718017578125,16.32448959350586,-24264.232441467622,4651712.521400573,4632832.521400573,46328.32521400572
